incluido;id_contrato;referencia;dependencia;proveedor;categorias;valor_contrato;tipo_inferido;estado;fecha_aprobacion;valor_resultante;dias_extendidos;proposito_texto
SI;CO1.PCCNTR.8779253;4131.010.26.1.0161-2026;Cali · Hacienda;INGRID LUCERO SERNA;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO - VER ANEXOS
SI;CO1.PCCNTR.8779253;4131.010.26.1.0161-2026;Cali · Hacienda;INGRID LUCERO SERNA;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-06-01;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8779330;4131.010.26.1.0160-2026;Cali · Hacienda;GLADYS MARIA TABARES GIRALDO;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO - VER ANEXOS
SI;CO1.PCCNTR.8779330;4131.010.26.1.0160-2026;Cali · Hacienda;GLADYS MARIA TABARES GIRALDO;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-06-01;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8779369;4131.010.26.1.0164-2026;Cali · Hacienda;NEFFER CONSTANZA DURAN BERNARDINO;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8779369;4131.010.26.1.0164-2026;Cali · Hacienda;NEFFER CONSTANZA DURAN BERNARDINO;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-06-01;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8779386;4131.010.26.1.0165-2026;Cali · Hacienda;NINFA ZAMORA RAMOS;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8779386;4131.010.26.1.0165-2026;Cali · Hacienda;NINFA ZAMORA RAMOS;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-05-29;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8780464;4131.010.26.1.0168-2026;Cali · Hacienda;INGRID ANGELA TRUJILLO BONILLA;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8780464;4131.010.26.1.0168-2026;Cali · Hacienda;INGRID ANGELA TRUJILLO BONILLA;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-06-01;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8780641;4131.010.26.1.0167-2026;Cali · Hacienda;Stella Idrobo Moscue;Logística y eventos;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8780641;4131.010.26.1.0167-2026;Cali · Hacienda;Stella Idrobo Moscue;Logística y eventos;16752000;Aclaración o corrección;Publicado;2026-06-01;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8780656;4131.010.26.1.0169-2026;Cali · Hacienda;HELMER CAPERA CAMACHO;Mensajería y correo;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8780656;4131.010.26.1.0169-2026;Cali · Hacienda;HELMER CAPERA CAMACHO;Mensajería y correo;16752000;Aclaración o corrección;Publicado;2026-05-29;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8796027;4131.010.26.1.0309-2026;Cali · Hacienda;Pablo Emilio Guayara Hernandez;Logística y eventos|Mensajería y correo;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-11;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO - VER ANEXOS
SI;CO1.PCCNTR.8796027;4131.010.26.1.0309-2026;Cali · Hacienda;Pablo Emilio Guayara Hernandez;Logística y eventos|Mensajería y correo;16752000;Aclaración o corrección;Publicado;2026-06-10;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8823637;4131.010.26.1.0339-2026;Cali · Hacienda;Wilson Ballesteros Olave;Logística y eventos|Mensajería y correo;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-13;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO - VER ANEXOS
SI;CO1.PCCNTR.8823637;4131.010.26.1.0339-2026;Cali · Hacienda;Wilson Ballesteros Olave;Logística y eventos|Mensajería y correo;16752000;Aclaración o corrección;Publicado;2026-06-10;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8881601;4131.010.26.1.0170-2026;Cali · Hacienda;CARLOS ARTURO LAÑAS CANO;Mensajería y correo;16752000;Adición en valor+Prórroga de plazo;Publicado;2026-04-10;16752000;61;SE PRORROGA EL PLAZO DE EJECUCIÓN HASTA EL 30 DE JUNIO DE 2026 Y SE ADICIONAN 2 CUOTAS AL VALOR DEL CONTRATO- VER ANEXOS
SI;CO1.PCCNTR.8881601;4131.010.26.1.0170-2026;Cali · Hacienda;CARLOS ARTURO LAÑAS CANO;Mensajería y correo;16752000;Aclaración o corrección;Publicado;2026-05-29;16752000;61;SE PUBLICA MODIFICATORIO MEDIANTE EL CUAL SE CORRIGE ERROR DE DIGITACIÓN EN EL NÚMERO DE CONTRATO EN LA CLÁUSULA TERCERA DE LA MODIFICACIÓN 1 - VER ANEXOS
SI;CO1.PCCNTR.8890283;4124.010.26.1.008-2026;Cali · Control Disciplinario Interno;MARIA TULIA DAVILA QUINTO;Cafetería y suministros;16752000;Prórroga de plazo;Publicado;2026-04-22;16752000;61;Se prorroga el contrato de prestación de servicios de apoyo a la gestión No. 4124.010.26.1.008-2026 hasta el treinta (30) de Junio de 2026
NO;CO1.PCCNTR.8841335;4148.010.26.1.0376-2026;Cali · Cultura;Jorge Ivan Duran Pantoja;Transporte y viajes;13960000;Otra;Publicado;2026-01-21;9772000;46;SE MODIFICA NUMERO DEL CONTRATO YA QUE POR UN ERROR HUMANO SE DIGITO NUMERO DEL PROCESO EL CORRECTO ES 4148.010.26.1.0376-2026
NO;CO1.PCCNTR.8841335;4148.010.26.1.0376-2026;Cali · Cultura;Jorge Ivan Duran Pantoja;Transporte y viajes;13960000;Adición en valor+Prórroga de plazo;Publicado;2026-04-16;13960000;45;EN ATENCIÓN A LA NECESIDAD DEL SERVICIO SE ADICIONA Y SE PRORROGA CONTRATO
