incluido;revision;motivo_revision;grupo;id_contrato;referencia;categorias;territorio;dependencia;entidad;proveedor;tipo_doc_prov;valor_inicial;adicion_cuantificada;pct_adicion_sobre_inicial;fuente_adicion;valor_contrato;valor_pagado;fecha_firma;fecha_inicio;fecha_fin;modalidad;tipo_contrato;unspsc;n_modif_registradas;n_modif_publicadas;dias_extendidos_total;objeto;url_proceso
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Alimentación y catering;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;UNION TEMPORAL NUTRIENDO CALI 2026;No Definido;;;;;37795283401;0;2026-01-15;2026-01-20;2026-10-26;Licitación pública;Prestación de servicios;V1.90101800;6;3;0;"CONTRATAR LA PRESTACIÓN DEL SERVICIO PARA BRINDAR COMPLEMENTO ALIMENTARIO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE DURANTE EL CALENDARIO ESCOLAR Y EN LA JORNADA ACADÉMICA DE LOS NIÑOS; NIÑAS; ADOLESCENTES Y JÓVENES DE SANTIAGO DE CALI DISTRITO ESPECIAL DEPORTIVO; CULTURAL; TURÍSTICO; EMPRESARIAL Y DE SERVICIOS FOCALIZADOS EN LA ESTRATEGIA; DE ACUERDO CON LOS LINEAMIENTOS DEL MINISTERIO DE EDUCACIÓN NACIONAL Y LA UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACIÓN ESCOLAR";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9193041&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Alimentación y catering;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;ORGANIZACION EMPRESARIAL NRC S.A;NIT;;;;;37208427317;0;2026-01-15;2026-01-20;2026-10-26;Licitación pública;Prestación de servicios;V1.90101800;6;3;0;"CONTRATAR LA PRESTACIÓN DEL SERVICIO PARA BRINDAR COMPLEMENTO ALIMENTARIO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE DURANTE EL CALENDARIO ESCOLAR Y EN LA JORNADA ACADÉMICA DE LOS NIÑOS; NIÑAS; ADOLESCENTES Y JÓVENES DE SANTIAGO DE CALI DISTRITO ESPECIAL DEPORTIVO; CULTURAL; TURÍSTICO; EMPRESARIAL Y DE SERVICIOS FOCALIZADOS EN LA ESTRATEGIA; DE ACUERDO CON LOS LINEAMIENTOS DEL MINISTERIO DE EDUCACIÓN NACIONAL Y LA UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACIÓN ESCOLAR";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9193041&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.8849869;4143.010.26.1.0577.2026;Alimentación y catering;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;Fundacion Prodesarrollo Comunitario Accion por Colombia;NIT;;;;;36837759134;0;2026-01-15;2026-01-20;2026-10-26;Licitación pública;Prestación de servicios;V1.90101800;4;2;0;"CONTRATAR LA PRESTACIÓN DEL SERVICIO PARA BRINDAR COMPLEMENTO ALIMENTARIO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE DURANTE EL CALENDARIO ESCOLAR Y EN LA JORNADA ACADÉMICA DE LOS NIÑOS; NIÑAS; ADOLESCENTES Y JÓVENES DE SANTIAGO DE CALI DISTRITO ESPECIAL DEPORTIVO; CULTURAL; TURÍSTICO; EMPRESARIAL Y DE SERVICIOS FOCALIZADOS EN LA ESTRATEGIA; DE ACUERDO CON LOS LINEAMIENTOS DEL MINISTERIO DE EDUCACIÓN NACIONAL Y LA UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACIÓN ESCOLAR";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9193041&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Alimentación y catering;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;(CON) ALIMENTANDO CALI 2026;No Definido;;;;;34683577839;0;2026-01-15;2026-01-20;2026-10-26;Licitación pública;Prestación de servicios;V1.90101800;5;2;0;"CONTRATAR LA PRESTACIÓN DEL SERVICIO PARA BRINDAR COMPLEMENTO ALIMENTARIO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE DURANTE EL CALENDARIO ESCOLAR Y EN LA JORNADA ACADÉMICA DE LOS NIÑOS; NIÑAS; ADOLESCENTES Y JÓVENES DE SANTIAGO DE CALI DISTRITO ESPECIAL DEPORTIVO; CULTURAL; TURÍSTICO; EMPRESARIAL Y DE SERVICIOS FOCALIZADOS EN LA ESTRATEGIA; DE ACUERDO CON LOS LINEAMIENTOS DEL MINISTERIO DE EDUCACIÓN NACIONAL Y LA UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACIÓN ESCOLAR";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9193041&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;"Festival Petronio Álvarez XXX; operador de eventos del Distrito";A;CO1.PCCNTR.9683605;4148.010.27.1.0016-2026;Logística y eventos;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;Corporación de Eventos, Ferias y Espectáculos de Cali;NIT;;;;;20644713015;0;2026-07-17;2026-07-22;2026-11-15;Contratación directa;Otro;V1.93141700;1;1;0;"Aunar esfuerzos técnicos; logísticos; humanos; administrativos y financieros para realizar las acciones que visibilizan y fortalecen el proceso y la realización del Festival de Música del Pacífico Petronio Álvarez en su versión XXX; en el marco de los proyectos de inversión destinados para tal fin";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10536695&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9774151;1.210.20.01-8372;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;FUNDACIÓN PARA LA CAPACITACIÓN DESARROLLO Y BIENESTAR HUMANO;NIT;;;;;15714285715;0;2026-08-06;2026-08-10;2026-12-31;Contratación régimen especial;Decreto 092 de 2017;V1.85151501;0;0;0;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA EL FORTALECIMIENTO DE LOS EJES ESTRUCTURALES Y LOS MECANISMOS DE CONTROL SOCIAL Y PARTICIPACIÓN CIUDADANA EN LA PRESTACION Y LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR DE LOS MUNICIPIOS NO CERTIFICADOS DEL VALLE DEL CAUCA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10659583&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9494410;4161.010.26.1.848.2026;Alimentación y catering;Cali;Seguridad y Justicia;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA;UT ALIMENTACION INTEGRAL CALI 2026;No Definido;7900000000;3950000000;50.0;Monto leído en el documento del expediente (RPC/CDP/ficha técnica del otrosí);11850000000;0;2026-05-06;2026-05-06;2026-07-16;Selección abreviada subasta inversa;Suministros;V1.90101700;2;2;22;"SUMINISTRO DE ALIMENTACIÓN PREPARADA; EMPACADA Y ENTREGADA INDIVIDUALMENTE EN SITIO; PARA LA POBLACIÓN PRIVADA DE LA LIBERTAD - PPL; QUE SE ENCUENTRAN EN LOS CENTROS DE DETENCIÓN TRANSITORIA DEL DISTRITO ESPECIAL DE SANTIAGO DE CALI.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10207276&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Proyectos pedagógicos y convivencia escolar; UNSPSC 90101600 (catering) mal asignado";A;CO1.PCCNTR.9381050;1.210.20.01-6021;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;FUNDACIÓN AVE FÉNIX;NIT;;;;;10581717368;0;2026-03-06;2026-03-19;2026-12-15;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.90101600;0;0;0;"Aunar esfuerzos técnicos; administrativos y financieros para la ejecución de los proyectos de consolidación de la alianza familia - escuela; el mejoramiento de la gestión escolar; - fortalecimiento de los proyectos pedagógicos productivos; emprendimiento y asociaciones de futuros agricultores y; el fortalecimiento de la convivencia escolar y proyectos pedagógicos trasversales en las instituciones educativas oficiales de los municipios no certificados del Valle del Cauca";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10070317&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;Las modificaciones citan textualmente 'componente de suministro de alimentación' y 'apoyo logístico durante la jornada electoral';A;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Alimentación y catering|Logística y eventos;Cali;Desarrollo Territorial;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO TERRITORIAL Y PARTICIPACION CIUDADANA;INNOVATECH E.I.C.E.;NIT;5580141970;2789936490;50.0;Diferencia entre valores registrados en el dataset de modificaciones;8370078460;0;2026-01-28;2026-01-30;2026-07-31;Contratación directa;Otro;V1.90101600;6;3;0;"APOYAR EL PROCESO DE ELECCIONES AL CONGRESO DE LA REPÚBLICA; PRESIDENCIALES Y DIGNATARIOS DE ORGANISMOS DE ACCIÓN COMUNAL DEL 2026 EN DISTRITO DE SANTIAGO DE CALI";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9859692&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;Ejecución de carreras atléticas y circuitos deportivos: evento masivo;A;CO1.PCCNTR.9678479;4162.010.26.1.2090-2026;Logística y eventos;Cali;Deporte y Recreación;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN;LIVATRI;NIT;;;;;5503283933;0;2026-07-18;2026-07-24;2026-12-31;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141600;1;1;0;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y OPERATIVOS PARA LA IMPLEMENTACIÓN DE ESTRATEGIAS DE ACTIVIDAD FÍSICA MEDIANTE LA EJECUCIÓN DE CARRERAS ATLÉTICAS RECREATIVAS Y GRATUITAS Y CIRCUITOS DEPORTIVOS FUNCIONALES TIPO HÍBRIDO (CARRERA CON ESTACIONES DE ACONDICIONAMIENTO FÍSICO); EN EL DISTRITO ESPECIAL DE SANTIAGO DE CALI; ORIENTADAS A PROMOVER ESTILOS DE VIDA SALUDABLES; EL APROVECHAMIENTO DEL TIEMPO LIBRE; LA INTEGRACIÓN COMUNITARIA Y EL FORTALECIMIENTO DE LA CULTURA DEPORTIVA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10432188&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9361574;1.410-19.13-6014;Transporte y viajes;Valle;Convivencia y Seguridad;GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA;SEGUNDO ALFONSO SOLIS GRUESO;Cédula de Ciudadanía;;;;;4600000000;0;2026-02-26;2026-02-27;2026-07-31;Licitación pública;Prestación de servicios;V1.78111700;0;0;0;"PRESTACIÓN DEL SERVICIO DE TRANSPORTE MARÍTIMO Y FLUVIAL PARA GARANTIZAR EL DESPLAZAMIENTO DE LA ARMADA NACIONAL POR LOS CORREGIMIENTOS MARÍTIMOS Y FLUVIALES DEL ÁREA RURAL DEL DISTRITO ESPECIAL DE BUENAVENTURA PARA ATENDER LOS PROCESOS ELECTORALES DE SENADO Y CAMARA; ASÍ COMO PRESIDENCIALES DEL AÑO 2026";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9990796&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9588612;1.430-19.13-6079-2026;Logística y eventos;Valle;Gestión del Riesgo;DEPARTAMENTO DEL VALLE DEL CAUCA-SECRETARIA DE GESTION DEL RIESGO DE DESASTRES;ARRENDAMIENTO DE EQUIPOS Y CONSTRUCCIONES SAS;NIT;;;;;3999000000;0;2026-06-23;2026-06-30;2026-09-30;Contratación directa;Prestación de servicios;V1.72141106;0;0;0;EJECUTAR LAS ACTIVIDADES OPERATIVAS Y LOGÍSTICAS ESPECIALIZADAS PARA LA ATENCIÓN E INTERVENCIÓN DE EMERGENCIAS VIALES MEDIANTE EL DESPLIEGUE DE EQUIPOS TÉCNICOS Y CAPACIDAD OPERATIVA DESTINADOS AL RESTABLECIMIENTO DE LA TRANSITABILIDAD Y HABILITACIÓN FUNCIONAL DE LOS CORREDORES SECUNDARIOS Y TERCIARIOS AFECTADOS EN EL DEPARTAMENTO DEL VALLE DEL CAUCA;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10407643&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;"Eventos del Festival de la Familia; el objeto dice 'logísticos'";A;CO1.PCCNTR.9306293;4162.010.26.1.1278-2026;Logística y eventos;Cali;Deporte y Recreación;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN;INNOVATECH E.I.C.E.;NIT;;;;;3899200000;0;2026-01-30;2026-02-23;2026-12-15;Contratación directa;Otro;V1.90141500;4;2;0;"REALIZAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; LOGÍSTICOS Y FINANCIEROS PARA EL DESARROLLO DE LOS EVENTOS DEL FESTIVAL DE LA FAMILIA EN EL DISTRITO DE SANTIAGO DE CALI Y CORREGIMIENTOS";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9938038&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9714423;4173.010.26.1.0835-2026;Alimentación y catering|Logística y eventos;Cali;Desarrollo Territorial;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO TERRITORIAL Y PARTICIPACION CIUDADANA;Corporación de Eventos, Ferias y Espectáculos de Cali;NIT;3101810000;568854544;18.3;Monto leído en el documento del expediente (RPC/CDP/ficha técnica del otrosí);3670664544;0;2026-07-24;2026-07-24;2026-12-09;Contratación directa;Otro;V1.90101600;2;1;0;"PRESTACIÓN DE SERVICIOS DE APOYO LOGÍSTICO A LA SECRETARÍA DE DESARROLLO TERRITORIAL Y PARTICIPACIÓN CIUDADANA DEL DISTRITO DE SANTIAGO DE CALI; PARA LA PLANIFICACIÓN; ORGANIZACIÓN Y EJECUCIÓN DE INTERVENCIONES EN LOS TERRITORIOS";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10579092&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9228582;4148.010.26.1.0561-2026;Logística y eventos;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;Fondo Mixto de Cultura y las Artes del Valle del Cauca;NIT;;;;;3474812000;0;2026-01-29;2026-02-03;2026-12-31;Contratación directa;Otro;V1.80141600;4;2;0;"PRESTAR LOS SERVICIOS TÉCNICOS; LOGÍSTICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LA IMPLEMENTACIÓN DE LA ESTRATEGIA DE SALVAGUARDIA DE LOS OFICIOS ARTESANALES LITORAL: ARTESANÍAS DEL PACÍFICO; COMO ACCIÓN INTEGRAL DE FORTALECIMIENTO Y PROTECCIÓN DEL PATRIMONIO CULTURAL INMATERIAL DE LAS COMUNIDADES ARTESANALES DEL LITORAL PACÍFICO Y SUROCCIDENTE COLOMBIANO; RESIDENTES EN CALI DURANTE LA VIGENCIA 2026.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9860427&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9605762;4146.010.26.1.1250.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;Fondo Mixto de Cultura y las Artes del Valle del Cauca;NIT;;;;;3300000000;0;2026-06-30;2026-07-15;2026-11-30;Contratación Directa (con ofertas);Otro;V1.93141500;1;1;0;"Aunar esfuerzos técnicos; administrativo y financieros para desarrollar las actividades de apoyo logístico; operativo y metodológico para el fortalecimiento de la implementación de la Política Pública CaliAfro en el marco de la articulación y la corresponsabilidad interinstitucional en Santiago de Cali; mediante el desarrollo de acciones de promoción cultural; participación ciudadana y visibilización de la población afrodescendiente en el Festival de Música del Pacífico Petronio Álvarez; la Cumb";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10431532&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9702039;4146.010.26.1.2298.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;Fondo Mixto de Cultura y las Artes del Valle del Cauca;NIT;;;;;3300000000;0;2026-07-23;2026-07-24;2026-09-30;Contratación Directa (con ofertas);Otro;V1.93141500;0;0;0;"Aunar esfuerzos técnicos; administrativo y financieros para desarrollar las actividades de apoyo logístico; operativo y metodológico para el fortalecimiento de la implementación de la Política Pública CaliAfro en el marco de la articulación y la corresponsabilidad interinstitucional en Santiago de Cali; mediante el desarrollo de acciones de promoción cultural; participación ciudadana y visibilización de la población afrodescendiente en el Festival de Música del Pacífico Petronio Álvarez; la Cumb";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10561763&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9394556;4148.010.27.1.0002-2026;Alimentación y catering|Logística y eventos|Transporte y viajes;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;COTELVALLE;NIT;;;;;3273239001;0;2026-03-17;2026-03-31;2026-11-15;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141607;1;1;0;"Aunar esfuerzos; administrativos; técnicos; humanos y financieros para realizar servicios de alojamiento; transporte; alimentación y catering para artistas; invitados especiales; jurados y personal de logística y producción del Festival de Música del Pacífico Petronio Álvarez; Festival Mundial de Salsa; Festival Internacional de Teatro; Festival de las Artes Plásticas; Gráficas y Visuales Sucursal Fest y Festivales y Eventos culturales de alto impacto de ciudad; de conformidad con los proyect";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10078288&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9344397;4131.010.26.1.0725-2026;Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;E S M LOGISTICA SAS;NIT;2000000000;1000000000;50.0;Monto leído en el documento del expediente (RPC/CDP/ficha técnica del otrosí);3000000000;0;2026-02-17;2026-02-19;2026-12-22;Selección abreviada subasta inversa;Prestación de servicios;V1.82121500;2;2;0;"PRESTACIÓN DEL SERVICIO DE MENSAJERÍA EXPRESA PARA LA RECOLECCIÓN; REGISTRO; CURSO; ENTREGA; IMPRESIÓN; ALISTAMIENTO; DISTRIBUCIÓN Y RASTREO DE FACTURAS; CARTAS; OFICIOS; COMUNICACIONES; ACTOS ADMINISTRATIVOS; ACTAS; ENTRE OTROS DOCUMENTOS EXPEDIDOS Y DEFINIDOS POR EL DEPARTAMENTO ADMINISTRATIVO DE HACIENDA CONFORME CON LAS CARACTERÍSTICAS ESTABLECIDAS EN LOS LITERALES A; B; C; D; E Y F DEL NUMERAL 2.3 DEL ARTÍCULO 3° DE LA LEY 1369 DE 2009.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9882536&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9258943;4112.020.26.1.103-2026;Logística y eventos;Cali;Gobierno;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE GOBIERNO;Corporación de Eventos, Ferias y Espectáculos de Cali;NIT;;;;;2895666253;0;2026-01-30;2026-02-05;2026-12-31;Contratación directa;Otro;V1.81141601;0;0;0;"Prestar servicios de operación logística; para la planeación; organización; producción; y ejecución de los eventos y actividades que se requieran en la Secretaría de Gobierno encaminadas al fortalecimiento de la gestión pública del Distrito de Santiago de Cali.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9890182&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9598258;4146.010.27.1.012.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;Corporación de Eventos, Ferias y Espectáculos de Cali;NIT;;;;;2847604714;0;2026-06-27;2026-07-06;2026-11-30;Contratación directa;Otro;V1.93141600;1;1;0;"objeto: Aunar esfuerzos técnicos; administrativos; operativos; logísticos y financieros para la implementación de estrategias de articulación interinstitucional; participación comunitaria; promoción cultural; apoyo logístico y suministro de bienes y servicios; orientadas al seguimiento e implementación del Plan Estratégico CaliAfro 2030; los Planes de Etnodesarrollo para el Buen Vivir de los Consejos Comunitarios; el fortalecimiento de la atención integral de las personas LGBTIQ en el marco de l";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10422112&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9518524;4161.010.26.1.871.2026;Alimentación y catering|Logística y eventos;Cali;Seguridad y Justicia;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA;UNION TEMPORAL LOGISTICA ALIMENTARIA INTEGRAL;NIT;;;;;2470000000;0;2026-05-22;2026-05-27;2026-08-31;Selección Abreviada de Menor Cuantía;Prestación de servicios;UNSPECIFIED;2;1;0;"PRESTAR EL SERVICIO LOGÍSTICO INTEGRAL DE SUMINISTRO DE ALIMENTACIÓN AL PERSONAL OPERATIVO DE LA POLICÍA METROPOLITANA DE CALI; CONFORME A LA NORMATIVIDAD VIGENTE";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10224963&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9375961;4131.010.26.1.0724-2026;Alimentación y catering|Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Fundación Recurso Humano Positivo;NIT;;;;;2450000000;0;2026-03-10;2026-03-11;2026-12-15;Licitación pública;Prestación de servicios;V1.90101600;1;1;0;"PRESTAR EL SERVICIO DE APOYO LOGÍSTICO CON EL OBJETIVO DE REALIZAR PROMOCIÓN DE LOS BENEFICIOS TRIBUTARIOS Y MOTIVAR A LOS CONTRIBUYENTES AL PRONTO PAGO DE LOS IMPUESTOS; ASÍ COMO TAMBIÉN INFORMAR Y ACERCAR A LA COMUNIDAD EN GENERAL; CON LA GESTIÓN DEL DEPARTAMENTO ADMINISTRATIVO DE HACIENDA DE SANTIAGO DE CALI.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9976642&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;"Marco: proyecto BP-26005287 'desarrollo de EVENTOS como dinamizador del turismo'; el objeto dice 'logísticos'";A;CO1.PCCNTR.9574600;4172.010.27.1.001-2026;Logística y eventos;Cali;Turismo;SANTIAGO DE CALI DISTRITO ESPECIAL- SECRETARIA DE TURISMO;ASOCIACION RIO CALI;NIT;;;;;2373455514;0;2026-06-17;2026-06-30;2026-12-10;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.86101702;0;0;0;"AUNAR ESFUERZOS TECNICOS; ADMINISTRATIVOS; LOGISTICOS Y FINANCIEROS PARA FORTALECER EL AVITURISMO EN SANTIAGO DE CALI MEDIANTE LA IMPLEMENTACION DE ESTRATEGIAS DE POSICIONAMIENTO E INTERNACIONALIZACION DEL DESTINO; ARTICULACION SECTORIAL; SENSIBILIZACION TURISTICA Y AMBIENTAL; Y FORTALECIMIENTO DE CAPACIDADES ASOCIADAS AL TURISMO DE NATURALEZA; EN EL MARCO DEL PROYECTO BP-26005287 FORTALECIMIENTO DE LAS CONDICIONES PARA EL DESARROLLO DE EVENTOS COMO DINAMIZADOR DEL TURISMO EN SANTIAGO DE CALI";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10337449&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Fortalecimiento empresarial de emprendedores; sin componente logístico";A;CO1.PCCNTR.9515625;4171.010.27.1.007-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;SEMILLA PAIS;NIT;;;;;2364192850;0;2026-05-19;2026-06-04;2026-10-31;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141900;0;0;0;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y HUMANOS PARA FORTALECER LAS CAPACIDADES EMPRESARIALES Y PRODUCTIVAS DE EMPRENDEDORES; MICROEMPRESARIOS Y MICRONEGOCIOS UBICADOS EN LAS COMUNAS 1; 17; 19 Y EL CORREGIMIENTO DE LA ELVIRA DE SANTIAGO DE CALI";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10165699&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Sin revisar — apareció después del corte;"Clasificado por el filtro automático; no ha pasado por revisión manual.";A;CO1.PCCNTR.9825422;4146.010.27.1.014.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;SEMILLA PAIS;NIT;;;;;2317470064;0;2026-08-23;;2026-11-30;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.93141500;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y logísticos para Fortalecer procesos formativos para el empoderamiento socioeconómico; político y cultural de jóvenes afrocolombianos y negros de Santiago de Cali; mediante estrategias intersectoriales lúdicas; pedagógicas y comunitarias que promuevan sus capacidades artísticas; creativas; productivas y socioculturales y de orientación vocacional; contribuyendo a la promoción; protección y garantía de sus derechos; en coordinación con agent";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10626820&isFromPublicArea=True&isModal=true&asPopupView=true
