incluido;revision;motivo_revision;grupo;id_contrato;referencia;categorias;territorio;dependencia;entidad;proveedor;tipo_doc_prov;valor_inicial;adicion_cuantificada;pct_adicion_sobre_inicial;fuente_adicion;valor_contrato;valor_pagado;fecha_firma;fecha_inicio;fecha_fin;modalidad;tipo_contrato;unspsc;n_modif_registradas;n_modif_publicadas;dias_extendidos_total;objeto;url_proceso
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.9630786;4131.010.26.1.1170-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;DORIS DEL CARMEN PORTILLO;Cédula de Ciudadanía;;;;;21306000;0;2026-07-08;2026-07-09;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10471272&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.9633052;4131.010.26.1.1195-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;SANDRA VIVIANA LOZANO CHAVEZ;Cédula de Ciudadanía;;;;;21306000;0;2026-07-08;2026-07-09;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10475200&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.9638654;4131.010.26.1.1274-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;JUAN ARTURO SERNA BOLIVAR;Cédula de Ciudadanía;;;;;21306000;0;2026-07-10;2026-07-14;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para el seguimiento operativo de desplazamientos; el seguimiento técnico de la flota vehicular y el soporte logístico de transporte para los servidores públicos y contratistas del Departamento Administrativo de Hacienda.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10483456&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9663404;4131.010.26.1.1373-2026;Cafetería y suministros;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;LUZ NIRIAN SAA RAMOS;Cédula de Ciudadanía;;;;;21306000;0;2026-07-15;2026-07-16;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar los servicios de apoyo a la gestión en la digitación; clasificación y organización de los archivos y Fondo Acumulado de acuerdo a los lineamientos de la Ley 594 de 2000; así como también el apoyo en el control e inventario de los suministros de cafetería; papelería y aseo del Departamento Administrativo de Hacienda.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10511753&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9663528;4131.010.26.1.1376-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;YANET ADRIANA MELO CORREA;Cédula de Ciudadanía;;;;;21306000;0;2026-07-15;2026-07-16;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar los servicios de apoyo a la gestión en la Unidad de Apoyo a la Gestión del Departamento Administrativo de Hacienda; orientados al apoyo logístico de reuniones y eventos institucionales; la orientación a usuarios internos y externos; la actualización de bases de datos documentales y el apoyo al SGSST.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10511772&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"CPS profesional, objeto genérico; UNSPSC 81141500 mal asignado";B;CO1.PCCNTR.9130417;4143.010.26.1.0865.2026;Logística y eventos;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;Marizolandi Idrobo Ramirez;Cédula de Ciudadanía;;;;;19735000;0;2026-01-25;2026-02-03;2026-06-30;Contratación directa;Prestación de servicios;V1.81141500;1;1;30;Prestación de servicios profesionales a favor de la Secretaría de Educación Distrital de Santiago de Cali.;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9765635&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8740908;1.210.19.13-20800;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;HERNAN JOSE TORO BECERRA;Cédula de Ciudadanía;;;;;18000000;18000000;2026-01-09;2026-01-15;2026-06-30;Contratación directa;Prestación de servicios;V1.80111600;2;2;0;"PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN EL EJE DE TRANSPARENCIA PARA BRINDAR ATENCIÓN AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9345829&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9687061;1.210.19.13-8164;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;HERNAN JOSE TORO BECERRA;Cédula de Ciudadanía;;;;;18000000;3000000;2026-07-18;2026-07-27;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN EL EJE DE TRANSPARENCIA PARA BRINDAR ATENCIÓN AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541321&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9690339;1.210.19.13-8163;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;JAIDER CIFUENTES HINCAPIE;Cédula de Ciudadanía;;;;;18000000;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN EL EJE DE TRANSPARENCIA PARA BRINDAR ATENCIÓN AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10545231&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9690824;1.210.19.13-8169;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;DANIELA SALDARRIAGA SOLIS;Cédula de Ciudadanía;;;;;18000000;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN EL EJE FORTALECIMIENTO TERRITORIAL PARA BRINDAR APOYO AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10544655&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9690833;1.210.19.13-8165;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;WILMAN ALEXANDER RAMIREZ REYES;Cédula de Ciudadanía;;;;;18000000;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN EL EJE FORTALECIMIENTO TERRITORIAL PARA BRINDAR APOYO AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10545141&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9466910;1.310.19.15-6057-2026;Cafetería y suministros;Valle;Desarrollo Económico;SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD;COMERCIALIZADORA RUESAA S.A.S;NIT;11909770;5954430;50.0;Diferencia entre valores registrados en el dataset de modificaciones;17864200;0;2026-04-24;2026-04-29;2026-12-15;Mínima cuantía;Compraventa;V1.52151501;2;1;0;"SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ASEO Y CAFETERÍA PARA EL DESARROLLO DE LAS ACTIVIDADES PROPIAS DE LA SECRETARÍA DE DESARROLLO ECONÓMICO; COMPETITIVIDAD Y FOMENTO DEL EMPLEO DEL DEPARTAMENTO DEL VALLE DEL CAUCA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10201635&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779050;4131.010.26.1.0144-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;CELMIRA RUIZ ECHEVERRY;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401049&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779099;4131.010.26.1.0163-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;MARIELA GRIJALBA MARTÍNEZ;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401606&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8779164;4131.010.26.1.0162-2026;Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;JOSE ELIAS VALDEZ IBARRA;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;Prestar los servicios de apoyo a la gestión en la distribución de correspondencia y en la inspección del mobiliario en las instalaciones de las diferentes dependencias del Departamento Administrativo de Hacienda.;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401184&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8779213;4131.010.26.1.0033-2026;Logística y eventos|Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Carlos Andres Gomez Zuñiga;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para la operación logística de mensajería motorizada y el soporte administrativo en la gestión documental; asegurando la distribución de correspondencia y la organización del archivo institucional del Departamento Administrativo de Hacienda conforme a la normatividad vigente.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401103&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779253;4131.010.26.1.0161-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;INGRID LUCERO SERNA;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401168&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779330;4131.010.26.1.0160-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;GLADYS MARIA TABARES GIRALDO;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-10;2026-01-14;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401079&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779369;4131.010.26.1.0164-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;NEFFER CONSTANZA DURAN BERNARDINO;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401713&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8779386;4131.010.26.1.0165-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;NINFA ZAMORA RAMOS;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9401749&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8780464;4131.010.26.1.0168-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;INGRID ANGELA TRUJILLO BONILLA;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9403239&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.8780641;4131.010.26.1.0167-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Stella Idrobo Moscue;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9403350&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8780656;4131.010.26.1.0169-2026;Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;HELMER CAPERA CAMACHO;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-09;2026-01-13;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;Prestar servicios de apoyo a la gestión para el soporte logístico en la distribución de correspondencia y la asistencia operativa en la atención a usuarios internos y externos del Departamento Administrativo de Hacienda;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9403505&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8796027;4131.010.26.1.0309-2026;Logística y eventos|Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Pablo Emilio Guayara Hernandez;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-13;2026-01-16;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para la operación logística de mensajería motorizada y el soporte administrativo en la gestión documental; asegurando la distribución de correspondencia y la organización del archivo institucional de la Subdirección de Tesorería del Departamento Administrativo de Hacienda conforme a la normatividad vigente.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9420057&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8823637;4131.010.26.1.0339-2026;Logística y eventos|Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Wilson Ballesteros Olave;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-12;2026-01-14;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;"Prestar servicios de apoyo a la gestión para la operación logística de mensajería y el soporte administrativo en la gestión documental; asegurando la distribución de correspondencia y la organización del archivo institucional de la Subdirección de Tesorería del Departamento Administrativo de Hacienda conforme a la normatividad vigente.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9453079&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8881601;4131.010.26.1.0170-2026;Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;CARLOS ARTURO LAÑAS CANO;Cédula de Ciudadanía;11168000;5584000;50.0;Documento de modificación: adición de 2 cuotas sobre un CPS de 6 cuotas (validado contra el otrosí de CO1.PCCNTR.8779050);16752000;0;2026-01-14;2026-01-16;2026-06-30;Contratación directa;Prestación de servicios;V1.80111501;2;2;122;Prestar servicios de apoyo a la gestión para el soporte logístico en la distribución de correspondencia y la asistencia operativa en la atención a usuarios internos y externos del Departamento Administrativo de Hacienda;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9513701&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8890283;4124.010.26.1.008-2026;Cafetería y suministros;Cali;Control Disciplinario Interno;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE CONTROL DISCIPLINARIO INTERNO;MARIA TULIA DAVILA QUINTO;Cédula de Ciudadanía;;;;;16752000;0;2026-01-14;2026-01-14;2026-06-30;Contratación directa;Prestación de servicios;V1.80111500;1;1;61;"Prestar los servicios de apoyo en la gestión administrativa del Departamento Administrativo de Control Disciplinario Interno de Instrucción ejecutando todas las actividades inherentes a la limpieza; aseo y servicio de cafetería; y las demás que el(la) Director(a) del Departamento Administrativo de Control Disciplinario Interno de Instrucción le asigne de acuerdo a la naturaleza y objeto del contrato";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9522878&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9631313;4131.010.26.1.1177-2026;Logística y eventos|Mensajería y correo;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;Carlos Andres Gomez Zuñiga;Cédula de Ciudadanía;;;;;16752000;0;2026-07-09;2026-07-10;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para la operación logística de mensajería motorizada y el soporte en la gestión documental; asegurando la distribución de correspondencia y la organización del archivo institucional del Departamento Administrativo de Hacienda conforme a la normatividad vigente.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10471539&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.9632775;4131.010.26.1.1192-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;GLADYS MARIA TABARES GIRALDO;Cédula de Ciudadanía;;;;;16752000;0;2026-07-10;2026-07-15;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10475140&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;El objeto dice literalmente 'soporte logístico' (cafetería o transporte) en el Dpto. Adm. de Hacienda;B;CO1.PCCNTR.9632785;4131.010.26.1.1193-2026;Logística y eventos;Cali;Hacienda;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA;INGRID LUCERO SERNA;Cédula de Ciudadanía;;;;;16752000;0;2026-07-09;2026-07-10;2026-12-31;Contratación directa;Prestación de servicios;V1.80111501;0;0;0;"Prestar servicios de apoyo a la gestión para el soporte logístico en las actividades de cafetería; organización de espacios y mantenimiento del orden en las instalaciones del Departamento Administrativo de Hacienda.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10475053&isFromPublicArea=True&isModal=true&asPopupView=true
